[RTREE] This is node 63 at depth: 10, the bounding box is (-95.9953,31.3496), (-50.273,51.5309), leaf: 0, edge: 1
[RTREE] This is node 817 at depth: 6, the bounding box is (-11.8193,39.6197), (61.1557,73.1006), leaf: 0, edge: 0
[RTREE] This is node 886 at depth: 5, the bounding box is (-11.8193,39.6197), (61.1557,73.1006), leaf: 0, edge: 0
[RTREE] This is node 1088 at depth: 4, the bounding box is (-52.6427,-22.9706), (96.0596,99.9576), leaf: 0, edge: 0
[RTREE] This is node 967 at depth: 10, the bounding box is (-50.7821,36.2722), (47.3183,68.5648), leaf: 0, edge: 1
[RTREE] This is node 984 at depth: 10, the bounding box is (-62.6874,11.0794), (40.2744,72.295), leaf: 0, edge: 1
[RTREE] This is node 997 at depth: 10, the bounding box is (-80.0097,19.7234), (36.4515,31.9205), leaf: 0, edge: 1
[RTREE] This is node 991 at depth: 9, the bounding box is (-80.0097,11.0794), (47.3183,72.295), leaf: 1, edge: 0
[RTREE] This is node 966 at depth: 10, the bounding box is (-69.2246,50.8158), (-50.4589,88.365), leaf: 0, edge: 1
[RTREE] This is node 835 at depth: 10, the bounding box is (-86.704,44.4991), (-74.5711,70.7912), leaf: 0, edge: 1
[RTREE] This is node 985 at depth: 9, the bounding box is (-86.704,44.4991), (-50.4589,88.365), leaf: 1, edge: 0
[RTREE] This is node 1023 at depth: 8, the bounding box is (-86.704,11.0794), (47.3183,88.365), leaf: 0, edge: 0
[RTREE] This is node 1077 at depth: 7, the bounding box is (-86.704,11.0794), (47.3183,88.365), leaf: 0, edge: 0
[RTREE] This is node 455 at depth: 10, the bounding box is (19.8468,3.88465), (36.8443,90.6988), leaf: 0, edge: 1
[RTREE] This is node 456 at depth: 10, the bounding box is (21.3355,-12.5208), (48.7048,23.5855), leaf: 0, edge: 1
[RTREE] This is node 620 at depth: 9, the bounding box is (19.8468,-12.5208), (48.7048,90.6988), leaf: 1, edge: 0
[RTREE] This is node 344 at depth: 10, the bounding box is (-45.5328,-2.73123), (51.3723,18.4658), leaf: 0, edge: 1
[RTREE] This is node 155 at depth: 10, the bounding box is (-77.1795,-17.0347), (86.797,99.4788), leaf: 0, edge: 1
[RTREE] This is node 604 at depth: 9, the bounding box is (-77.1795,-17.0347), (86.797,99.4788), leaf: 1, edge: 0
[RTREE] This is node 1541 at depth: 8, the bounding box is (-77.1795,-17.0347), (86.797,99.4788), leaf: 0, edge: 0
[RTREE] This is node 1063 at depth: 10, the bounding box is (52.3188,-64.9299), (89.614,-48.7796), leaf: 0, edge: 1
[RTREE] This is node 823 at depth: 10, the bounding box is (31.2031,-61.6254), (82.1245,-45.8023), leaf: 0, edge: 1
[RTREE] This is node 1075 at depth: 9, the bounding box is (31.2031,-64.9299), (89.614,-45.8023), leaf: 1, edge: 0
[RTREE] This is node 1074 at depth: 10, the bounding box is (-9.34089,-36.0604), (84.0197,94.0276), leaf: 0, edge: 1
[RTREE] This is node 730 at depth: 10, the bounding box is (-7.67908,-63.4431), (96.2736,98.5107), leaf: 0, edge: 1
[RTREE] This is node 888 at depth: 10, the bounding box is (50.7506,-15.3146), (91.6137,98.6868), leaf: 0, edge: 1
[RTREE] This is node 965 at depth: 10, the bounding box is (32.1961,-0.491925), (93.691,86.6764), leaf: 0, edge: 1
[RTREE] This is node 845 at depth: 9, the bounding box is (-9.34089,-63.4431), (96.2736,98.6868), leaf: 1, edge: 0
[RTREE] This is node 819 at depth: 10, the bounding box is (-71.5665,-67.0257), (60.5969,62.2282), leaf: 0, edge: 1
[RTREE] This is node 1002 at depth: 10, the bounding box is (-69.7051,-60.6505), (84.9516,36.9491), leaf: 0, edge: 1
[RTREE] This is node 1004 at depth: 10, the bounding box is (-62.4358,-51.372), (-2.04218,53.6914), leaf: 0, edge: 1
[RTREE] This is node 1037 at depth: 10, the bounding box is (-66.9822,-14.1416), (82.3335,47.2647), leaf: 0, edge: 1
[RTREE] This is node 1581 at depth: 10, the bounding box is (-67.6619,-26.2738), (-59.3073,98.1829), leaf: 0, edge: 1
[RTREE] This is node 995 at depth: 9, the bounding box is (-71.5665,-67.0257), (84.9516,98.1829), leaf: 1, edge: 0
[RTREE] This is node 833 at depth: 10, the bounding box is (-15.0163,-57.6409), (78.8703,-0.0409842), leaf: 0, edge: 1
[RTREE] This is node 1071 at depth: 10, the bounding box is (-32.1538,-42.5398), (89.4225,12.1424), leaf: 0, edge: 1
[RTREE] This is node 1072 at depth: 9, the bounding box is (-32.1538,-57.6409), (89.4225,12.1424), leaf: 1, edge: 0
[RTREE] This is node 986 at depth: 8, the bounding box is (-71.5665,-67.0257), (96.2736,98.6868), leaf: 0, edge: 0
[RTREE] This is node 558 at depth: 10, the bounding box is (-65.3455,11.5103), (78.1034,61.4859), leaf: 0, edge: 1
[RTREE] This is node 796 at depth: 10, the bounding box is (-58.3836,-29.6243), (73.1397,64.0606), leaf: 0, edge: 1
[RTREE] This is node 556 at depth: 10, the bounding box is (-59.504,-4.27131), (77.3363,55.7911), leaf: 0, edge: 1
[RTREE] This is node 806 at depth: 10, the bounding box is (1.90411,20.4101), (22.9946,48.8403), leaf: 0, edge: 1
[RTREE] This is node 546 at depth: 9, the bounding box is (-65.3455,-29.6243), (78.1034,64.0606), leaf: 1, edge: 0
[RTREE] This is node 553 at depth: 10, the bounding box is (-45.7155,-23.8138), (33.5084,22.3163), leaf: 0, edge: 1
[RTREE] This is node 537 at depth: 10, the bounding box is (-80.3638,-67.8925), (36.1985,68.1739), leaf: 0, edge: 1
[RTREE] This is node 791 at depth: 10, the bounding box is (2.38663,-54.7505), (46.16,62.7283), leaf: 0, edge: 1
[RTREE] This is node 805 at depth: 10, the bounding box is (-53.5463,-43.3454), (10.4946,60.2663), leaf: 0, edge: 1
[RTREE] This is node 1003 at depth: 10, the bounding box is (-92.6996,-77.0137), (90.3411,-56.9478), leaf: 0, edge: 1
[RTREE] This is node 577 at depth: 9, the bounding box is (-92.6996,-77.0137), (90.3411,68.1739), leaf: 1, edge: 0
[RTREE] This is node 560 at depth: 10, the bounding box is (-79.4735,-19.104), (-73.3885,-13.4716), leaf: 0, edge: 1
[RTREE] This is node 784 at depth: 9, the bounding box is (-79.4735,-19.104), (-73.3885,-13.4716), leaf: 1, edge: 0
[RTREE] This is node 782 at depth: 10, the bounding box is (-14.9462,11.7398), (10.4245,22.5677), leaf: 0, edge: 1
[RTREE] This is node 797 at depth: 9, the bounding box is (-14.9462,11.7398), (10.4245,22.5677), leaf: 1, edge: 0
[RTREE] This is node 576 at depth: 10, the bounding box is (-44.8577,-25.6475), (38.0497,33.3015), leaf: 0, edge: 1
[RTREE] This is node 783 at depth: 10, the bounding box is (11.032,-19.0918), (59.0237,27.808), leaf: 0, edge: 1
[RTREE] This is node 807 at depth: 9, the bounding box is (-44.8577,-25.6475), (59.0237,33.3015), leaf: 1, edge: 0
[RTREE] This is node 608 at depth: 8, the bounding box is (-92.6996,-77.0137), (90.3411,68.1739), leaf: 0, edge: 0
[RTREE] This is node 525 at depth: 10, the bounding box is (-87.5287,-34.4964), (-74.2673,-18.6052), leaf: 0, edge: 1
[RTREE] This is node 605 at depth: 10, the bounding box is (-84.9857,-29.1178), (-74.1682,97.5778), leaf: 0, edge: 1
[RTREE] This is node 1540 at depth: 9, the bounding box is (-87.5287,-34.4964), (-74.1682,97.5778), leaf: 1, edge: 0
[RTREE] This is node 485 at depth: 10, the bounding box is (-23.0848,-31.6666), (2.63823,87.5705), leaf: 0, edge: 1
[RTREE] This is node 617 at depth: 10, the bounding box is (-68.1775,-17.7612), (-60.3626,-15.1057), leaf: 0, edge: 1
[RTREE] This is node 992 at depth: 10, the bounding box is (-58.6724,-25.0285), (-47.289,94.512), leaf: 0, edge: 1
[RTREE] This is node 1539 at depth: 10, the bounding box is (-93.7512,-28.4289), (-55.134,99.3033), leaf: 0, edge: 1
[RTREE] This is node 590 at depth: 9, the bounding box is (-93.7512,-31.6666), (2.63823,99.3033), leaf: 1, edge: 0
[RTREE] This is node 619 at depth: 10, the bounding box is (-59.7087,3.0243), (80.97,69.9773), leaf: 0, edge: 1
[RTREE] This is node 281 at depth: 10, the bounding box is (-75.0939,-18.6799), (82.8085,98.0821), leaf: 0, edge: 1
[RTREE] This is node 448 at depth: 10, the bounding box is (66.1437,-2.8603), (68.0137,55.4173), leaf: 0, edge: 1
[RTREE] This is node 454 at depth: 10, the bounding box is (0.938345,-0.0779528), (11.4142,0.414984), leaf: 0, edge: 1
[RTREE] This is node 291 at depth: 9, the bounding box is (-75.0939,-18.6799), (82.8085,98.0821), leaf: 1, edge: 0
[RTREE] This is node 323 at depth: 10, the bounding box is (-78.0337,-34.8929), (-54.2749,88.5522), leaf: 0, edge: 1
[RTREE] This is node 309 at depth: 10, the bounding box is (-61.4218,-13.0683), (68.1382,76.1589), leaf: 0, edge: 1
[RTREE] This is node 486 at depth: 9, the bounding box is (-78.0337,-34.8929), (68.1382,88.5522), leaf: 1, edge: 0
[RTREE] This is node 8 at depth: 8, the bounding box is (-93.7512,-34.8929), (82.8085,99.3033), leaf: 0, edge: 0
[RTREE] This is node 83 at depth: 7, the bounding box is (-93.7512,-77.0137), (96.2736,99.4788), leaf: 0, edge: 0
[RTREE] This is node 994 at depth: 10, the bounding box is (-60.1544,-47.8275), (-52.9505,93.5676), leaf: 0, edge: 1
[RTREE] This is node 1012 at depth: 9, the bounding box is (-60.1544,-47.8275), (-52.9505,93.5676), leaf: 1, edge: 0
[RTREE] This is node 975 at depth: 10, the bounding box is (-63.0633,1.71935), (63.6971,70.9763), leaf: 0, edge: 1
[RTREE] This is node 844 at depth: 10, the bounding box is (-6.42427,-34.7275), (3.65592,58.4372), leaf: 0, edge: 1
[RTREE] This is node 980 at depth: 10, the bounding box is (-38.1386,1.04036), (53.722,71.7096), leaf: 0, edge: 1
[RTREE] This is node 1010 at depth: 10, the bounding box is (-21.096,6.26205), (-9.20689,21.088), leaf: 0, edge: 1
[RTREE] This is node 1011 at depth: 10, the bounding box is (-41.9629,-36.1445), (45.6115,35.9527), leaf: 0, edge: 1
[RTREE] This is node 607 at depth: 9, the bounding box is (-63.0633,-36.1445), (63.6971,71.7096), leaf: 1, edge: 0
[RTREE] This is node 1076 at depth: 8, the bounding box is (-63.0633,-47.8275), (63.6971,93.5676), leaf: 0, edge: 0
[RTREE] This is node 891 at depth: 10, the bounding box is (-20.0827,44.3477), (73.8396,64.8956), leaf: 0, edge: 1
[RTREE] This is node 616 at depth: 10, the bounding box is (-40.9375,-57.9404), (45.926,60.9403), leaf: 0, edge: 1
[RTREE] This is node 993 at depth: 10, the bounding box is (-44.2664,-25.5115), (30.0041,36.0038), leaf: 0, edge: 1
[RTREE] This is node 1007 at depth: 10, the bounding box is (-80.2592,-56.3772), (56.5297,36.7448), leaf: 0, edge: 1
[RTREE] This is node 972 at depth: 9, the bounding box is (-80.2592,-57.9404), (73.8396,64.8956), leaf: 1, edge: 0
[RTREE] This is node 1021 at depth: 10, the bounding box is (-92.2885,-44.7199), (-23.7671,90.7696), leaf: 0, edge: 1
[RTREE] This is node 990 at depth: 10, the bounding box is (-61.9652,-29.6487), (6.65419,50.9917), leaf: 0, edge: 1
[RTREE] This is node 839 at depth: 10, the bounding box is (-98.1043,-19.1013), (-8.41794,73.3046), leaf: 0, edge: 1
[RTREE] This is node 996 at depth: 10, the bounding box is (-76.1179,8.91094), (-5.39205,64.1565), leaf: 0, edge: 1
[RTREE] This is node 822 at depth: 9, the bounding box is (-98.1043,-44.7199), (6.65419,90.7696), leaf: 1, edge: 0
[RTREE] This is node 878 at depth: 10, the bounding box is (-34.9864,46.2175), (-3.31717,65.1623), leaf: 0, edge: 1
[RTREE] This is node 999 at depth: 9, the bounding box is (-34.9864,46.2175), (-3.31717,65.1623), leaf: 1, edge: 0
[RTREE] This is node 989 at depth: 10, the bounding box is (-59.0083,-16.2674), (18.4569,16.5329), leaf: 0, edge: 1
[RTREE] This is node 998 at depth: 10, the bounding box is (-72.5729,-31.5813), (20.8926,46.5623), leaf: 0, edge: 1
[RTREE] This is node 1022 at depth: 9, the bounding box is (-72.5729,-31.5813), (20.8926,46.5623), leaf: 1, edge: 0
[RTREE] This is node 815 at depth: 8, the bounding box is (-98.1043,-57.9404), (73.8396,90.7696), leaf: 0, edge: 0
[RTREE] This is node 1542 at depth: 7, the bounding box is (-98.1043,-57.9404), (73.8396,93.5676), leaf: 0, edge: 0
[RTREE] This is node 1086 at depth: 6, the bounding box is (-98.1043,-77.0137), (96.2736,99.4788), leaf: 0, edge: 0
[RTREE] This is node 552 at depth: 10, the bounding box is (-24.1262,-7.64667), (78.575,25.4425), leaf: 0, edge: 1
[RTREE] This is node 578 at depth: 10, the bounding box is (-32.4403,-53.9969), (69.4365,-5.82873), leaf: 0, edge: 1
[RTREE] This is node 1044 at depth: 10, the bounding box is (22.3271,-62.9943), (77.0274,-33.6586), leaf: 0, edge: 1
[RTREE] This is node 790 at depth: 9, the bounding box is (-32.4403,-62.9943), (78.575,25.4425), leaf: 1, edge: 0
[RTREE] This is node 883 at depth: 8, the bounding box is (-32.4403,-62.9943), (78.575,25.4425), leaf: 0, edge: 0
[RTREE] This is node 1085 at depth: 7, the bounding box is (-32.4403,-62.9943), (78.575,25.4425), leaf: 0, edge: 0
[RTREE] This is node 889 at depth: 10, the bounding box is (-97.4521,4.20118), (24.9173,16.3275), leaf: 0, edge: 1
[RTREE] This is node 890 at depth: 10, the bounding box is (-96.6649,-9.08883), (13.3301,63.0284), leaf: 0, edge: 1
[RTREE] This is node 1020 at depth: 9, the bounding box is (-97.4521,-9.08883), (24.9173,63.0284), leaf: 1, edge: 0
[RTREE] This is node 1082 at depth: 10, the bounding box is (-80.2812,-95.1734), (33.8053,-37.9429), leaf: 0, edge: 1
[RTREE] This is node 1019 at depth: 10, the bounding box is (-52.4991,-89.4131), (64.9312,56.5738), leaf: 0, edge: 1
[RTREE] This is node 1030 at depth: 10, the bounding box is (-50.5714,-69.1437), (44.0144,-30.5709), leaf: 0, edge: 1
[RTREE] This is node 1041 at depth: 10, the bounding box is (-59.0867,-65.9154), (35.7988,35.3097), leaf: 0, edge: 1
[RTREE] This is node 1062 at depth: 10, the bounding box is (-64.0163,-86.134), (6.0384,2.98451), leaf: 0, edge: 1
[RTREE] This is node 882 at depth: 9, the bounding box is (-80.2812,-95.1734), (64.9312,56.5738), leaf: 1, edge: 0
[RTREE] This is node 1029 at depth: 10, the bounding box is (-88.608,-19.8412), (67.8644,13.476), leaf: 0, edge: 1
[RTREE] This is node 1038 at depth: 10, the bounding box is (-57.5678,-49.8563), (57.8516,-19.4814), leaf: 0, edge: 1
[RTREE] This is node 1043 at depth: 10, the bounding box is (-74.3863,-57.8318), (-4.31302,-36.4486), leaf: 0, edge: 1
[RTREE] This is node 1060 at depth: 10, the bounding box is (-74.0676,-17.2693), (76.2959,24.801), leaf: 0, edge: 1
[RTREE] This is node 1042 at depth: 9, the bounding box is (-88.608,-57.8318), (76.2959,24.801), leaf: 1, edge: 0
[RTREE] This is node 1052 at depth: 10, the bounding box is (-62.7361,39.2902), (47.7736,59.5909), leaf: 0, edge: 1
[RTREE] This is node 1083 at depth: 9, the bounding box is (-62.7361,39.2902), (47.7736,59.5909), leaf: 1, edge: 0
[RTREE] This is node 969 at depth: 8, the bounding box is (-97.4521,-95.1734), (76.2959,63.0284), leaf: 0, edge: 0
[RTREE] This is node 976 at depth: 10, the bounding box is (-66.839,35.492), (41.801,80.7621), leaf: 0, edge: 1
[RTREE] This is node 1050 at depth: 10, the bounding box is (-57.4319,54.4507), (54.1823,78.3669), leaf: 0, edge: 1
[RTREE] This is node 1031 at depth: 9, the bounding box is (-66.839,35.492), (54.1823,80.7621), leaf: 1, edge: 0
[RTREE] This is node 804 at depth: 10, the bounding box is (-98.3688,-70.3073), (42.5033,82.001), leaf: 0, edge: 1
[RTREE] This is node 1047 at depth: 10, the bounding box is (-32.9992,-50.6657), (29.0317,75.748), leaf: 0, edge: 1
[RTREE] This is node 1065 at depth: 10, the bounding box is (-81.9455,-8.09632), (3.36844,9.44135), leaf: 0, edge: 1
[RTREE] This is node 1067 at depth: 10, the bounding box is (-28.9787,-52.6828), (1.39181,23.8995), leaf: 0, edge: 1
[RTREE] This is node 1069 at depth: 10, the bounding box is (-93.896,-46.0198), (-49.5457,-13.562), leaf: 0, edge: 1
[RTREE] This is node 1034 at depth: 9, the bounding box is (-98.3688,-70.3073), (42.5033,82.001), leaf: 1, edge: 0
[RTREE] This is node 978 at depth: 10, the bounding box is (-19.7298,11.0457), (22.1684,65.357), leaf: 0, edge: 1
[RTREE] This is node 1070 at depth: 9, the bounding box is (-19.7298,11.0457), (22.1684,65.357), leaf: 1, edge: 0
[RTREE] This is node 1040 at depth: 8, the bounding box is (-98.3688,-70.3073), (54.1823,82.001), leaf: 0, edge: 0
[RTREE] This is node 813 at depth: 10, the bounding box is (-29.7472,-44.1689), (9.22231,82.0561), leaf: 0, edge: 1
[RTREE] This is node 973 at depth: 10, the bounding box is (-26.3783,17.2877), (1.436,45.4851), leaf: 0, edge: 1
[RTREE] This is node 879 at depth: 9, the bounding box is (-29.7472,-44.1689), (9.22231,82.0561), leaf: 1, edge: 0
[RTREE] This is node 1032 at depth: 8, the bounding box is (-29.7472,-44.1689), (9.22231,82.0561), leaf: 0, edge: 0
[RTREE] This is node 1033 at depth: 10, the bounding box is (-84.344,-71.5666), (34.7667,-51.2678), leaf: 0, edge: 1
[RTREE] This is node 1039 at depth: 9, the bounding box is (-84.344,-71.5666), (34.7667,-51.2678), leaf: 1, edge: 0
[RTREE] This is node 1054 at depth: 8, the bounding box is (-84.344,-71.5666), (34.7667,-51.2678), leaf: 0, edge: 0
[RTREE] This is node 974 at depth: 10, the bounding box is (-67.4652,-77.0784), (-24.4588,21.5019), leaf: 0, edge: 1
[RTREE] This is node 979 at depth: 9, the bounding box is (-67.4652,-77.0784), (-24.4588,21.5019), leaf: 1, edge: 0
[RTREE] This is node 1045 at depth: 10, the bounding box is (-2.8023,-73.544), (6.43484,-58.7985), leaf: 0, edge: 1
[RTREE] This is node 1036 at depth: 10, the bounding box is (-54.9975,-70.8602), (-14.1857,54.1471), leaf: 0, edge: 1
[RTREE] This is node 1053 at depth: 9, the bounding box is (-54.9975,-73.544), (6.43484,54.1471), leaf: 1, edge: 0
[RTREE] This is node 1084 at depth: 8, the bounding box is (-67.4652,-77.0784), (6.43484,54.1471), leaf: 0, edge: 0
[RTREE] This is node 983 at depth: 7, the bounding box is (-98.3688,-95.1734), (76.2959,82.0561), leaf: 0, edge: 0
[RTREE] This is node 1005 at depth: 10, the bounding box is (-10.3047,62.9621), (23.1165,67.5683), leaf: 0, edge: 1
[RTREE] This is node 1017 at depth: 9, the bounding box is (-10.3047,62.9621), (23.1165,67.5683), leaf: 1, edge: 0
[RTREE] This is node 550 at depth: 10, the bounding box is (-3.44804,-72.6157), (28.1692,-43.9686), leaf: 0, edge: 1
[RTREE] This is node 543 at depth: 10, the bounding box is (9.47164,-82.5265), (25.0509,20.6888), leaf: 0, edge: 1
[RTREE] This is node 602 at depth: 10, the bounding box is (18.9889,-77.5941), (19.2162,93.7529), leaf: 0, edge: 1
[RTREE] This is node 595 at depth: 9, the bounding box is (-3.44804,-82.5265), (28.1692,93.7529), leaf: 1, edge: 0
[RTREE] This is node 1079 at depth: 10, the bounding box is (-14.0688,-97.9258), (73.3809,-22.0821), leaf: 0, edge: 1
[RTREE] This is node 502 at depth: 10, the bounding box is (-16.4205,-64.2292), (68.5194,63.5871), leaf: 0, edge: 1
[RTREE] This is node 1013 at depth: 10, the bounding box is (-13.1581,-34.6625), (79.0048,84.7997), leaf: 0, edge: 1
[RTREE] This is node 887 at depth: 10, the bounding box is (6.04734,-30.8081), (27.7702,15.5594), leaf: 0, edge: 1
[RTREE] This is node 1016 at depth: 10, the bounding box is (13.9655,-83.431), (38.4911,-62.918), leaf: 0, edge: 1
[RTREE] This is node 510 at depth: 9, the bounding box is (-16.4205,-97.9258), (79.0048,84.7997), leaf: 1, edge: 0
[RTREE] This is node 594 at depth: 10, the bounding box is (-15.5147,-73.6055), (-10.1745,12.2359), leaf: 0, edge: 1
[RTREE] This is node 1080 at depth: 9, the bounding box is (-15.5147,-73.6055), (-10.1745,12.2359), leaf: 1, edge: 0
[RTREE] This is node 569 at depth: 8, the bounding box is (-16.4205,-97.9258), (79.0048,93.7529), leaf: 0, edge: 0
[RTREE] This is node 509 at depth: 10, the bounding box is (24.3688,-81.6954), (77.8727,-36.3649), leaf: 0, edge: 1
[RTREE] This is node 538 at depth: 9, the bounding box is (24.3688,-81.6954), (77.8727,-36.3649), leaf: 1, edge: 0
[RTREE] This is node 849 at depth: 10, the bounding box is (-2.85805,-85.3035), (58.6513,-63.6373), leaf: 0, edge: 1
[RTREE] This is node 567 at depth: 10, the bounding box is (30.2325,-63.1462), (62.5858,-8.17453), leaf: 0, edge: 1
[RTREE] This is node 1006 at depth: 9, the bounding box is (-2.85805,-85.3035), (62.5858,-8.17453), leaf: 1, edge: 0
[RTREE] This is node 1015 at depth: 8, the bounding box is (-2.85805,-85.3035), (77.8727,-8.17453), leaf: 0, edge: 0
[RTREE] This is node 1009 at depth: 10, the bounding box is (83.0582,-89.5148), (85.3695,44.2308), leaf: 0, edge: 1
[RTREE] This is node 1014 at depth: 9, the bounding box is (83.0582,-89.5148), (85.3695,44.2308), leaf: 1, edge: 0
[RTREE] This is node 555 at depth: 10, the bounding box is (29.2397,-69.0354), (55.9682,58.6924), leaf: 0, edge: 1
[RTREE] This is node 612 at depth: 10, the bounding box is (21.9916,-84.6053), (55.5766,-8.85988), leaf: 0, edge: 1
[RTREE] This is node 1061 at depth: 10, the bounding box is (23.9323,-93.8535), (51.257,23.1301), leaf: 0, edge: 1
[RTREE] This is node 850 at depth: 9, the bounding box is (21.9916,-93.8535), (55.9682,58.6924), leaf: 1, edge: 0
[RTREE] This is node 1081 at depth: 8, the bounding box is (21.9916,-93.8535), (85.3695,58.6924), leaf: 0, edge: 0
[RTREE] This is node 609 at depth: 7, the bounding box is (-16.4205,-97.9258), (85.3695,93.7529), leaf: 0, edge: 0
[RTREE] This is node 874 at depth: 10, the bounding box is (-68.9825,-17.0716), (-12.4239,16.8889), leaf: 0, edge: 1
[RTREE] This is node 977 at depth: 9, the bounding box is (-68.9825,-17.0716), (-12.4239,16.8889), leaf: 1, edge: 0
[RTREE] This is node 1035 at depth: 8, the bounding box is (-68.9825,-17.0716), (-12.4239,16.8889), leaf: 0, edge: 0
[RTREE] This is node 1055 at depth: 7, the bounding box is (-68.9825,-17.0716), (-12.4239,16.8889), leaf: 0, edge: 0
[RTREE] This is node 885 at depth: 6, the bounding box is (-98.3688,-97.9258), (85.3695,93.7529), leaf: 0, edge: 0
[RTREE] This is node 808 at depth: 10, the bounding box is (-97.1206,5.28797), (-81.7,99.4996), leaf: 0, edge: 1
[RTREE] This is node 814 at depth: 9, the bounding box is (-97.1206,5.28797), (-81.7,99.4996), leaf: 1, edge: 0
[RTREE] This is node 764 at depth: 10, the bounding box is (-82.6165,-63.544), (-62.4861,99.2922), leaf: 0, edge: 1
[RTREE] This is node 789 at depth: 10, the bounding box is (-82.237,-83.239), (-71.9385,28.4935), leaf: 0, edge: 1
[RTREE] This is node 1326 at depth: 10, the bounding box is (-63.9032,98.5842), (-63.6838,99.6857), leaf: 0, edge: 1
[RTREE] This is node 809 at depth: 9, the bounding box is (-82.6165,-83.239), (-62.4861,99.6857), leaf: 1, edge: 0
[RTREE] This is node 870 at depth: 8, the bounding box is (-97.1206,-83.239), (-62.4861,99.6857), leaf: 0, edge: 0
[RTREE] This is node 884 at depth: 7, the bounding box is (-97.1206,-83.239), (-62.4861,99.6857), leaf: 0, edge: 0
[RTREE] This is node 111 at depth: 10, the bounding box is (-73.2083,-9.48996), (96.7427,67.8995), leaf: 0, edge: 1
[RTREE] This is node 504 at depth: 10, the bounding box is (-82.9091,31.6883), (95.9406,83.2628), leaf: 0, edge: 1
[RTREE] This is node 559 at depth: 10, the bounding box is (-80.7898,-4.91602), (7.95341,34.2582), leaf: 0, edge: 1
[RTREE] This is node 863 at depth: 10, the bounding box is (61.8764,25.9169), (72.4903,31.213), leaf: 0, edge: 1
[RTREE] This is node 1048 at depth: 10, the bounding box is (-38.3936,4.03863), (96.599,62.0495), leaf: 0, edge: 1
[RTREE] This is node 526 at depth: 9, the bounding box is (-82.9091,-9.48996), (96.7427,83.2628), leaf: 1, edge: 0
[RTREE] This is node 152 at depth: 10, the bounding box is (-76.2537,9.19628), (92.1419,61.7029), leaf: 0, edge: 1
[RTREE] This is node 516 at depth: 10, the bounding box is (-85.7148,-35.2264), (-33.7822,26.7704), leaf: 0, edge: 1
[RTREE] This is node 557 at depth: 10, the bounding box is (-85.0416,50.719), (-77.4502,78.6232), leaf: 0, edge: 1
[RTREE] This is node 589 at depth: 10, the bounding box is (3.41701,-14.6536), (83.5622,21.1992), leaf: 0, edge: 1
[RTREE] This is node 600 at depth: 10, the bounding box is (-85.2114,-11.2399), (44.7622,15.1236), leaf: 0, edge: 1
[RTREE] This is node 61 at depth: 9, the bounding box is (-85.7148,-35.2264), (92.1419,78.6232), leaf: 1, edge: 0
[RTREE] This is node 601 at depth: 10, the bounding box is (-6.59684,1.77252), (95.3437,8.5366), leaf: 0, edge: 1
[RTREE] This is node 858 at depth: 10, the bounding box is (70.2102,-0.991734), (95.3523,68.0894), leaf: 0, edge: 1
[RTREE] This is node 859 at depth: 9, the bounding box is (-6.59684,-0.991734), (95.3523,68.0894), leaf: 1, edge: 0
[RTREE] This is node 851 at depth: 10, the bounding box is (-68.6614,11.0675), (-11.6279,73.3557), leaf: 0, edge: 1
[RTREE] This is node 1049 at depth: 9, the bounding box is (-68.6614,11.0675), (-11.6279,73.3557), leaf: 1, edge: 0
[RTREE] This is node 591 at depth: 8, the bounding box is (-85.7148,-35.2264), (96.7427,83.2628), leaf: 0, edge: 0
[RTREE] This is node 847 at depth: 7, the bounding box is (-85.7148,-35.2264), (96.7427,83.2628), leaf: 0, edge: 0
[RTREE] This is node 301 at depth: 10, the bounding box is (-51.1932,24.8584), (37.5806,32.4503), leaf: 0, edge: 1
[RTREE] This is node 277 at depth: 10, the bounding box is (-62.8246,33.181), (52.3332,74.8659), leaf: 0, edge: 1
[RTREE] This is node 515 at depth: 10, the bounding box is (35.3898,-20.1326), (70.4322,51.3671), leaf: 0, edge: 1
[RTREE] This is node 518 at depth: 10, the bounding box is (52.8957,-2.13299), (56.6723,73.7632), leaf: 0, edge: 1
[RTREE] This is node 514 at depth: 9, the bounding box is (-62.8246,-20.1326), (70.4322,74.8659), leaf: 1, edge: 0
[RTREE] This is node 530 at depth: 10, the bounding box is (-6.40692,22.287), (8.00184,81.0361), leaf: 0, edge: 1
[RTREE] This is node 52 at depth: 10, the bounding box is (-92.0353,-6.03822), (1.80384,79.7016), leaf: 0, edge: 1
[RTREE] This is node 285 at depth: 10, the bounding box is (-86.6793,73.5069), (6.55707,78.0215), leaf: 0, edge: 1
[RTREE] This is node 540 at depth: 10, the bounding box is (-31.9682,11.3252), (-24.9575,52.8369), leaf: 0, edge: 1
[RTREE] This is node 1517 at depth: 10, the bounding box is (-79.4683,-1.91406), (-5.06271,99.816), leaf: 0, edge: 1
[RTREE] This is node 161 at depth: 9, the bounding box is (-92.0353,-6.03822), (8.00184,99.816), leaf: 1, edge: 0
[RTREE] This is node 511 at depth: 10, the bounding box is (-46.9677,-22.8976), (-19.632,89.7221), leaf: 0, edge: 1
[RTREE] This is node 531 at depth: 9, the bounding box is (-46.9677,-22.8976), (-19.632,89.7221), leaf: 1, edge: 0
